host_id,host_since,host_location,host_about_tokens,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
478783235,2022-09-09,unknown,,1,100,99,2,Singapore River,1,9,"['email', 'phone']",1,1,S0524,1,0,0,1
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
469397382,2022-07-14,unknown,welcome air residences singapore,1,100,100,2,Outram,25,26,['phone'],1,1,Authorised Serviced Apartment,25,25,0,0
109741357,2017-01-03,Singapore,hi really enjoy hosting people around world make every attempt meet personally love interact people different countries cultures endeavour make stay comfortable possible,1,100,100,1,Queenstown,9,11,"['email', 'phone']",1,2,S0523,9,9,0,0
32232191,2015-04-29,Singapore,british living singapore life work football like sports exercise yoga learning languages food wine,2,100,100,1,Tanglin,3,3,"['email', 'phone']",1,1,unknown,3,0,3,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
16840994,2014-06-16,Singapore,,3,100,100,2,Bedok,2,4,"['email', 'phone', 'work_email']",1,1,unknown,2,1,1,0
477357070,2022-08-30,unknown,,0,0,0,2,Woodlands,5,6,['phone'],2,1,unknown,5,0,5,0
477357070,2022-08-30,unknown,,0,0,0,2,Woodlands,5,6,['phone'],2,1,unknown,5,0,5,0
141194639,2017-07-18,unknown,,0,0,0,2,Bedok,1,1,"['email', 'phone', 'work_email']",1,1,unknown,1,0,1,0
456578891,2022-04-29,unknown,,1,100,0,2,Queenstown,1,1,"['email', 'phone']",1,1,Authorised Serviced Apartment,1,0,1,0
477357070,2022-08-30,unknown,,0,0,0,2,Woodlands,5,6,['phone'],2,1,unknown,5,0,5,0
800558,2011-07-10,"Amsterdam, Netherlands",name kim li ti oeiji born netherlands owner villasortstay currently living amsterdam traveling passion seen lot world personally visited inspected modern luxury villas offered rent meet japanese standardthis means high standard cleanliness hospitality via link view luxury airbnb rental villas bali chiang mai phuket koh samui hua hin singapore httpswwwairbnbcomusers800558listings villas rental know extra service fee example car rental driver spa massage service private chef chef andor childcare happy help experience unforgettable holiday personal wish andor questionmail happy help sincerely kim li ti oeij founder villashort stay,1,100,43,1,Pathum Wan,103,361,"['email', 'phone', 'work_email']",1,1,M0073,13,11,2,0
800558,2011-07-10,"Amsterdam, Netherlands",name kim li ti oeiji born netherlands owner villasortstay currently living amsterdam traveling passion seen lot world personally visited inspected modern luxury villas offered rent meet japanese standardthis means high standard cleanliness hospitality via link view luxury airbnb rental villas bali chiang mai phuket koh samui hua hin singapore httpswwwairbnbcomusers800558listings villas rental know extra service fee example car rental driver spa massage service private chef chef andor childcare happy help experience unforgettable holiday personal wish andor questionmail happy help sincerely kim li ti oeij founder villashort stay,1,100,43,1,Pathum Wan,103,361,"['email', 'phone', 'work_email']",1,1,M0073,13,11,2,0
50158481,2015-11-29,Singapore,,1,100,96,1,Kallang,6,17,"['email', 'phone', 'work_email']",1,1,Authorised Serviced Apartment,6,0,0,6
800558,2011-07-10,"Amsterdam, Netherlands",name kim li ti oeiji born netherlands owner villasortstay currently living amsterdam traveling passion seen lot world personally visited inspected modern luxury villas offered rent meet japanese standardthis means high standard cleanliness hospitality via link view luxury airbnb rental villas bali chiang mai phuket koh samui hua hin singapore httpswwwairbnbcomusers800558listings villas rental know extra service fee example car rental driver spa massage service private chef chef andor childcare happy help experience unforgettable holiday personal wish andor questionmail happy help sincerely kim li ti oeij founder villashort stay,1,100,43,1,Pathum Wan,103,361,"['email', 'phone', 'work_email']",1,1,M0073,13,11,2,0
218702365,2018-10-04,Hong Kong,hi vividinvest stylish luxury apartments hong kong singapore,2,100,61,2,Central,4,14,"['email', 'phone']",1,1,unknown,2,2,0,0
25375339,2014-12-30,Singapore,live short live,1,100,81,2,Bishan,10,15,"['email', 'phone']",1,1,S8642,10,1,9,0
484202213,2022-10-19,Singapore,,0,0,0,2,Bedok,1,1,"['email', 'phone']",1,1,unknown,1,1,0,0
18618387,2014-07-22,Singapore,managed hotel managment team,1,100,100,2,Queenstown,28,41,"['email', 'phone', 'work_email']",1,1,S0399,26,0,26,0
18618387,2014-07-22,Singapore,managed hotel managment team,1,100,100,2,Queenstown,28,41,"['email', 'phone', 'work_email']",1,1,S0399,26,0,26,0
56421978,2016-01-27,Singapore,house house home home,1,100,100,2,Kallang,4,7,['phone'],1,1,Authorised Serviced Apartment,4,2,2,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
29270160,2015-03-13,Singapore,traveller,1,100,0,2,Geylang,2,3,"['email', 'phone']",1,1,unknown,2,0,2,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
138649185,2017-07-05,unknown,hosting around 200 properties part global marketplace exists solve leisure corporate travel needs delivering premium bespoke serviced apartments singapore hong kong australia apac regions apartments checked 100point checklist make best accommodation feel confident comfortable satisfying stay clean welcoming apartment keys available agreed time working internet connection prompt efficient attention queries team also assist services like airportlocal transfers breakfast pack selected properties meet greet service maximum apartments book today enjoy stay,2,87,35,2,Central,531,886,"['email', 'phone']",1,1,Authorised Serviced Apartment,232,232,0,0
